PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Toubeau, JF; Bottieau, J; Wang, Y; Vallee, F				Toubeau, Jean-Francois; Bottieau, Jeremie; Wang, Yi; Vallee, Francois			Interpretable Probabilistic Forecasting of Imbalances in Renewable-Dominated Electricity Systems	IEEE TRANSACTIONS ON SUSTAINABLE ENERGY				Article									[Toubeau, Jean-Francois] Natl Fund Sci Res FNRS, Brussels, Belgium; [Toubeau, Jean-Francois; Bottieau, Jeremie; Vallee, Francois] Univ Mons, Power Syst & Markets Res Grp, B-7000 Mons, Belgium; [Wang, Yi] Swiss Fed Inst Technol, Power Syst Lab, Dept Informat Technol & Elect Engn, CH-8092 Zurich, Switzerland		Wang, Y (通讯作者)，Swiss Fed Inst Technol, Power Syst Lab, Dept Informat Technol & Elect Engn, CH-8092 Zurich, Switzerland.	Jean-Francois.TOUBEAU@umons.ac.be; Jeremie.bottieau@umons.ac.be; yiwang@eeh.ee.ethz.ch; Francois.VALLEE@umons.ac.be								8	8											APR	2022	13	2					1267	1277		10.1109/TSTE.2021.3092137	http://dx.doi.org/10.1109/TSTE.2021.3092137													
J	Bechar, A; Vigneault, C				Bechar, Avital; Vigneault, Clement			Agricultural robots for field operations: Concepts and components	BIOSYSTEMS ENGINEERING				Review									[Bechar, Avital] Agr Res Org, Inst Agr Engn, Volcani Ctr, POB 6, IL-50250 Bet Dagan, Israel; [Vigneault, Clement] McGill Univ, Dept Bioresource Engn, Macdonald Campus, Ste Anne De Bellevue, PQ, Canada		Bechar, A (通讯作者)，Agr Res Org, Inst Agr Engn, Volcani Ctr, POB 6, IL-50250 Bet Dagan, Israel.	avital@volcani.agri.gov.il								219	246											SEP	2016	149						94	111		10.1016/j.biosystemseng.2016.06.014	http://dx.doi.org/10.1016/j.biosystemseng.2016.06.014													
J	Eren, AM; Esen, OC; Quince, C; Vineis, JH; Morrison, HG; Sogin, ML; Delmont, TO				Eren, A. Murat; Esen, Ozcan C.; Quince, Christopher; Vineis, Joseph H.; Morrison, Hilary G.; Sogin, Mitchell L.; Delmont, Tom O.			Anvi'o: an advanced analysis and visualization platformfor 'omics data	PEERJ				Article									[Eren, A. Murat; Esen, Ozcan C.; Vineis, Joseph H.; Morrison, Hilary G.; Sogin, Mitchell L.; Delmont, Tom O.] Marine Biol Lab, Josephine Bay Paul Ctr, Woods Hole, MA 02543 USA; [Eren, A. Murat] Univ Chicago, Dept Med, Chicago, IL 60637 USA; [Quince, Christopher] Univ Warwick, Warwick Med Sch, Coventry CV4 7AL, W Midlands, England		Eren, AM (通讯作者)，Marine Biol Lab, Josephine Bay Paul Ctr, Woods Hole, MA 02543 USA.	a.murat.eren@gmail.com								756	759											OCT 8	2015	3								e1319	10.7717/peerj.1319	http://dx.doi.org/10.7717/peerj.1319													
J	Vazifeh, MM; Santi, P; Resta, G; Strogatz, SH; Ratti, C				Vazifeh, M. M.; Santi, P.; Resta, G.; Strogatz, S. H.; Ratti, C.			Addressing the minimum fleet problem in on-demand urban mobility	NATURE				Article									[Vazifeh, M. M.; Santi, P.; Ratti, C.] MIT, Senseable City Lab, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Santi, P.; Resta, G.] CNR, Ist Informat & Telemat, Pisa, Italy; [Strogatz, S. H.] Cornell Univ, Dept Math, White Hall, Ithaca, NY 14853 USA; [Ratti, C.] Cornell Tech, New York, NY USA		Vazifeh, MM (通讯作者)，MIT, Senseable City Lab, 77 Massachusetts Ave, Cambridge, MA 02139 USA.	mmvazifeh@gmail.com								161	177											MAY 24	2018	557	7706					534	+		10.1038/s41586-018-0095-1	http://dx.doi.org/10.1038/s41586-018-0095-1													
J	Adler-Milstein, J; Holmgren, AJ; Kralovec, P; Worzala, C; Searcy, T; Patel, V				Adler-Milstein, Julia; Holmgren, A. Jay; Kralovec, Peter; Worzala, Chantal; Searcy, Talisha; Patel, Vaishali			Electronic health record adoption in US hospitals: the emergence of a digital "advanced use" divide	JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION				Article									[Adler-Milstein, Julia; Holmgren, A. Jay] Univ Michigan, Sch Informat, 3442 North Quad,105 South State St, Ann Arbor, MI 48109 USA; [Adler-Milstein, Julia; Holmgren, A. Jay] Univ Michigan, Sch Publ Hlth, 3442 North Quad,105 South State St, Ann Arbor, MI 48109 USA; [Kralovec, Peter] Hlth Forum, Chicago, IL USA; [Worzala, Chantal] Amer Hosp Assoc, Washington, DC USA; [Searcy, Talisha; Patel, Vaishali] Off Natl Coordinator Hlth Informat Technol, Washington, DC USA		Adler-Milstein, J (通讯作者)，Univ Michigan, Sch Informat, 3442 North Quad,105 South State St, Ann Arbor, MI 48109 USA.; Adler-Milstein, J (通讯作者)，Univ Michigan, Sch Publ Hlth, 3442 North Quad,105 South State St, Ann Arbor, MI 48109 USA.	juliaam@umich.edu								163	164											NOV	2017	24	6					1142	1148		10.1093/jamia/ocx080	http://dx.doi.org/10.1093/jamia/ocx080													
J	Peera, SG; Maiyalagan, T; Liu, C; Ashmath, S; Lee, TG; Jiang, ZQ; Mao, S				Peera, Shaik Gouse; Maiyalagan, Thandavarayan; Liu, Chao; Ashmath, Shaik; Lee, Tae Gwan; Jiang, Zhongqing; Mao, Shun			A review on carbon and non-precious metal based cathode catalysts in microbial fuel cells	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY				Review									[Peera, Shaik Gouse; Ashmath, Shaik; Lee, Tae Gwan] Keimyung Univ, Dept Environm Sci & Engn, Daegu 42602, South Korea; [Maiyalagan, Thandavarayan] SRM Inst Sci & Technol, Dept Chem, Electrochem Energy Lab, Chennai 603203, Tamil Nadu, India; [Liu, Chao] Jiangxi Univ Sci & Technol, Fac Mat Met & Chem, Engn Res Ctr Hydrogen Energy Mat & Devices, Ganzhou 341000, Peoples R China; [Jiang, Zhongqing] Zhejiang Sci Tech Univ, Dept Phys, Key Lab Opt Field Manipulat Zhejiang Prov, Hangzhou 310018, Peoples R China; [Mao, Shun] Tongji Univ, Coll Environm Sci & Engn, State Key Lab Pollut Control & Resource Reuse, 1239 Siping Rd, Shanghai 200092, Peoples R China		Peera, SG; Lee, TG (通讯作者)，Keimyung Univ, Dept Environm Sci & Engn, Daegu 42602, South Korea.; Maiyalagan, T (通讯作者)，SRM Inst Sci & Technol, Dept Chem, Electrochem Energy Lab, Chennai 603203, Tamil Nadu, India.	gouse@kmu.ac.kr; maiyalagan@gmail.com; wateree@kmu.ac.kr								40	41											JAN 14	2021	46	4			SI		3056	3089		10.1016/j.ijhydene.2020.07.252	http://dx.doi.org/10.1016/j.ijhydene.2020.07.252													
J	Huang, HY; Lin, YCD; Li, J; Huang, KY; Shrestha, S; Hong, HC; Tang, Y; Chen, YG; Jin, CN; Yu, Y; Xu, JT; Li, YM; Cai, XX; Zhou, ZY; Chen, XH; Pei, YY; Hu, L; Su, JJ; Cui, SD; Wang, F; Xie, YY; Ding, SY; Luo, MF; Chou, CH; Chang, NW; Chen, KW; Cheng, YH; Wan, XH; Hsu, WL; Lee, TY; Wei, FX; Huang, HD				Huang, Hsi-Yuan; Lin, Yang-Chi-Dung; Li, Jing; Huang, Kai-Yao; Shrestha, Sirjana; Hong, Hsiao-Chin; Tang, Yun; Chen, Yi-Gang; Jin, Chen-Nan; Yu, Yuan; Xu, Jia-Tong; Li, Yue-Ming; Cai, Xiao-Xuan; Zhou, Zhen-Yu; Chen, Xiao-Hang; Pei, Yuan-Yuan; Hu, Liang; Su, Jin-Jiang; Cui, Shi-Dong; Wang, Fei; Xie, Yue-Yang; Ding, Si-Yuan; Luo, Meng-Fan; Chou, Chih-Hung; Chang, Nai-Wen; Chen, Kai-Wen; Cheng, Yu-Hsiang; Wan, Xin-Hong; Hsu, Wen-Lian; Lee, Tzong-Yi; Wei, Feng-Xiang; Huang, Hsien-Da			miRTarBase 2020: updates to the experimentally validated microRNA-target interaction database	NUCLEIC ACIDS RESEARCH				Article									[Huang, Hsi-Yuan; Lin, Yang-Chi-Dung; Li, Jing; Huang, Kai-Yao; Hong, Hsiao-Chin; Tang, Yun; Chen, Yi-Gang; Jin, Chen-Nan; Xu, Jia-Tong; Cai, Xiao-Xuan; Zhou, Zhen-Yu; Cui, Shi-Dong; Wang, Fei; Xie, Yue-Yang; Ding, Si-Yuan; Luo, Meng-Fan; Lee, Tzong-Yi; Huang, Hsien-Da] Chinese Univ Hong Kong, Sch Life & Hlth Sci, Shenzhen 518172, Guangdong, Peoples R China; [Huang, Hsi-Yuan; Lin, Yang-Chi-Dung; Li, Jing; Huang, Kai-Yao; Hong, Hsiao-Chin; Tang, Yun; Wang, Fei; Lee, Tzong-Yi; Huang, Hsien-Da] Chinese Univ Hong Kong, Warshel Inst Computat Biol, Shenzhen 518172, Guangdong, Peoples R China; [Shrestha, Sirjana; Chou, Chih-Hung; Cheng, Yu-Hsiang; Huang, Hsien-Da] Natl Chiao Tung Univ, Dept Biol Sci & Technol, Hsinchu 300, Taiwan; [Yu, Yuan; Li, Yue-Ming] Chinese Univ Hong Kong, Sch Sci & Engn, Shenzhen 518172, Guangdong, Peoples R China; [Chen, Xiao-Hang; Pei, Yuan-Yuan; Hu, Liang; Su, Jin-Jiang; Wan, Xin-Hong; Wei, Feng-Xiang] Longgang Dist Matern & Child Healthcare Hosp Shen, Genet Lab, Shenzhen 518172, Guangdong, Peoples R China; [Su, Jin-Jiang; Wei, Feng-Xiang] Jiamusi Univ, Dept Cell Biol, Jiamusi 154007, Heilongjiang, Peoples R China; [Chou, Chih-Hung] Natl Chiao Tung Univ, Ctr Intelligent Drug Syst & Smart Biodevices IDS2, Hsinchu, Taiwan; [Chang, Nai-Wen] Natl Taiwan Univ, Grad Inst Biomed Elect & Bioinformat, Taipei 106, Taiwan; [Chen, Kai-Wen] Natl Chiao Tung Univ, Inst Mol Med & Bioengn, Hsinchu 300, Taiwan; [Hsu, Wen-Lian] Acad Sinica, Inst Informat Sci, Taipei 115, Taiwan; [Wei, Feng-Xiang] Zunyi Med Univ, Dept Pathogen Microorganisms, Zunyi 563006, Guizhou, Peoples R China		Lee, TY; Huang, HD (通讯作者)，Chinese Univ Hong Kong, Sch Life & Hlth Sci, Shenzhen 518172, Guangdong, Peoples R China.; Lee, TY; Huang, HD (通讯作者)，Chinese Univ Hong Kong, Warshel Inst Computat Biol, Shenzhen 518172, Guangdong, Peoples R China.; Huang, HD (通讯作者)，Natl Chiao Tung Univ, Dept Biol Sci & Technol, Hsinchu 300, Taiwan.; Wei, FX (通讯作者)，Longgang Dist Matern & Child Healthcare Hosp Shen, Genet Lab, Shenzhen 518172, Guangdong, Peoples R China.; Wei, FX (通讯作者)，Jiamusi Univ, Dept Cell Biol, Jiamusi 154007, Heilongjiang, Peoples R China.; Wei, FX (通讯作者)，Zunyi Med Univ, Dept Pathogen Microorganisms, Zunyi 563006, Guizhou, Peoples R China.	leetzongyi@cuhk.edu.cn; haowei727499@163.com; huanghsienda@cuhk.edu.cn								518	526											JAN 8	2020	48	D1					D148	D154		10.1093/nar/gkz896	http://dx.doi.org/10.1093/nar/gkz896													
J	Boivin, N; Crowther, A				Boivin, Nicole; Crowther, Alison			Mobilizing the past to shape a better Anthropocene	NATURE ECOLOGY & EVOLUTION				Review									[Boivin, Nicole; Crowther, Alison] Max Planck Inst Sci Human Hist, Dept Archaeol, Jena, Germany; [Boivin, Nicole; Crowther, Alison] Univ Queensland, Sch Social Sci, St Lucia, Qld, Australia; [Boivin, Nicole] Univ Calgary, Dept Anthropol & Archaeol, Calgary, AB, Canada; [Boivin, Nicole] Smithsonian Inst, Natl Museum Nat Hist, Dept Anthropol, Washington, DC 20560 USA		Boivin, N (通讯作者)，Max Planck Inst Sci Human Hist, Dept Archaeol, Jena, Germany.; Boivin, N (通讯作者)，Univ Queensland, Sch Social Sci, St Lucia, Qld, Australia.; Boivin, N (通讯作者)，Univ Calgary, Dept Anthropol & Archaeol, Calgary, AB, Canada.; Boivin, N (通讯作者)，Smithsonian Inst, Natl Museum Nat Hist, Dept Anthropol, Washington, DC 20560 USA.	boivin@shh.mpg.de								43	43											MAR	2021	5	3					273	284		10.1038/s41559-020-01361-4	http://dx.doi.org/10.1038/s41559-020-01361-4		JAN 2021											
J	Deng, X; Xu, DD; Zeng, M; Qi, YB				Deng, Xin; Xu, Dingde; Zeng, Miao; Qi, Yanbin			Does Internet use help reduce rural cropland abandonment? Evidence from China	LAND USE POLICY				Article									[Deng, Xin; Qi, Yanbin] Sichuan Agr Univ, Coll Econ, Chengdu 611130, Sichuan, Peoples R China; [Xu, Dingde] Sichuan Agr Univ, Coll Management, Sichuan Ctr Rural Dev Res, Chengdu 611130, Sichuan, Peoples R China; [Zeng, Miao] Sichuan Univ, Sch Econ, Chengdu 610065, Sichuan, Peoples R China		Qi, YB (通讯作者)，Sichuan Agr Univ, Coll Econ, Chengdu 611130, Sichuan, Peoples R China.	xindeng66@126.com; dingdexu@126.com; zengmiao61@126.com; qybsicau@163.com								67	66											DEC	2019	89								104243	10.1016/j.landusepol.2019.104243	http://dx.doi.org/10.1016/j.landusepol.2019.104243													
J	Papageorgiou, EI; Salmeron, JL				Papageorgiou, Elpiniki I.; Salmeron, Jose L.			A Review of Fuzzy Cognitive Maps Research During the Last Decade	IEEE TRANSACTIONS ON FUZZY SYSTEMS				Review									[Papageorgiou, Elpiniki I.] Technol Educ Inst Lamia, Dept Informat & Comp Technol, Lamia 35100, Greece; [Salmeron, Jose L.] Univ Pablo de Olavide, Sch Engn, Seville 41013, Spain		Papageorgiou, EI (通讯作者)，Technol Educ Inst Lamia, Dept Informat & Comp Technol, Lamia 35100, Greece.	epapageorgiou@teilam.gr; salmeron@acm.org								271	277											FEB	2013	21	1					66	79		10.1109/TFUZZ.2012.2201727	http://dx.doi.org/10.1109/TFUZZ.2012.2201727													
J	Markovic, D; Mizrahi, A; Querlioz, D; Grollier, J				Markovic, Danijela; Mizrahi, Alice; Querlioz, Damien; Grollier, Julie			Physics for neuromorphic computing	NATURE REVIEWS PHYSICS				Review									[Markovic, Danijela; Mizrahi, Alice; Grollier, Julie] Univ Paris Saclay, CNRS, Thales, Unite Mixte Phys, Palaiseau, France; [Querlioz, Damien] Univ Paris Saclay, CNRS, Ctr Nanosci & Nanotechnol, Palaiseau, France		Grollier, J (通讯作者)，Univ Paris Saclay, CNRS, Thales, Unite Mixte Phys, Palaiseau, France.; Querlioz, D (通讯作者)，Univ Paris Saclay, CNRS, Ctr Nanosci & Nanotechnol, Palaiseau, France.	damien.querlioz@c2n.upsaclay.fr; julie.grollier@cnrs-thales.fr								151	152											SEP	2020	2	9					499	510		10.1038/s42254-020-0208-2	http://dx.doi.org/10.1038/s42254-020-0208-2		JUL 2020											
J	Zhou, KL; Yang, SL				Zhou, Kaile; Yang, Shanlin			Understanding household energy consumption behavior: The contribution of energy big data analytics	RENEWABLE & SUSTAINABLE ENERGY REVIEWS				Review									[Zhou, Kaile; Yang, Shanlin] Hefei Univ Technol, Sch Management, Hefei 230009, Peoples R China; [Zhou, Kaile; Yang, Shanlin] Hefei Univ Technol, Minist Educ, Key Lab Proc Optimizat & Intelligent Decis Making, Hefei 230009, Peoples R China		Zhou, KL (通讯作者)，Hefei Univ Technol, Sch Management, Hefei 230009, Peoples R China.; Zhou, KL (通讯作者)，Hefei Univ Technol, Minist Educ, Key Lab Proc Optimizat & Intelligent Decis Making, Hefei 230009, Peoples R China.	zhoukaile@hfut.edu.cn								167	173											APR	2016	56						810	819		10.1016/j.rser.2015.12.001	http://dx.doi.org/10.1016/j.rser.2015.12.001													
J	Xu, WC; Zhou, HB; Cheng, N; Lyu, F; Shi, WS; Chen, JY; Shen, XM				Xu, Wenchao; Zhou, Haibo; Cheng, Nan; Lyu, Feng; Shi, Weisen; Chen, Jiayin; Shen, Xuemin (Sherman)			Internet of Vehicles in Big Data Era	IEEE-CAA JOURNAL OF AUTOMATICA SINICA				Article									[Xu, Wenchao; Cheng, Nan; Shi, Weisen; Chen, Jiayin; Shen, Xuemin (Sherman)] Univ Waterloo, Dept Elect & Comp Engn, Waterloo, ON N2L 3G1, Canada; [Zhou, Haibo] Nanjing Univ, Sch Elect Sci & Engn, Nanjing, Jiangsu, Peoples R China; [Lyu, Feng] Shanghai Jiao Tong Univ, Dept Comp Sci & Engn, Shanghai 200240, Peoples R China		Shen, XM (通讯作者)，Univ Waterloo, Dept Elect & Comp Engn, Waterloo, ON N2L 3G1, Canada.	w74xu@uwaterloo.ca; haibozhouuw@gmail.com; n5cheng@uwaterloo.ca; fenglv@sjtu.edu.cn; w46shi@uwaterloo.ca; j648chen@uwaterloo.ca; sshen@uwaterloo.ca								250	261											JAN	2018	5	1					19	35		10.1109/JAS.2017.7510736	http://dx.doi.org/10.1109/JAS.2017.7510736													
J	Siriwardhana, Y; Porambage, P; Liyanage, M; Ylianttila, M				Siriwardhana, Yushan; Porambage, Pawani; Liyanage, Madhusanka; Ylianttila, Mika			A Survey on Mobile Augmented Reality With 5G Mobile Edge Computing: Architectures, Applications, and Technical Aspects	IEEE COMMUNICATIONS SURVEYS AND TUTORIALS				Article									[Siriwardhana, Yushan; Porambage, Pawani; Liyanage, Madhusanka; Ylianttila, Mika] Univ Oulu, Ctr Wireless Commun, Oulu 90014, Finland; [Liyanage, Madhusanka] Univ Collage Dublin, Sch Comp Sci, Dublin D04 V1W8, Ireland		Siriwardhana, Y (通讯作者)，Univ Oulu, Ctr Wireless Commun, Oulu 90014, Finland.	yushan.siriwardhana@oulu.fi; pawani.porambage@oulu.fi; madhusanka@ucd.ie; mika.ylinattila@oulu.fi								71	71												2021	23	2					1160	1192		10.1109/COMST.2021.3061981	http://dx.doi.org/10.1109/COMST.2021.3061981													
J	Gorre, J; Ruoss, F; Karjunen, H; Schaffert, J; Tynjala, T				Gorre, Jachin; Ruoss, Fabian; Karjunen, Hannu; Schaffert, Johannes; Tynjala, Tero			Cost benefits of optimizing hydrogen storage and methanation capacities for Power-to-Gas plants in dynamic operation	APPLIED ENERGY				Article									[Gorre, Jachin; Ruoss, Fabian] Univ Appl Sci Rapperswil, Oberseestr 10, CH-8640 Rapperswil, Switzerland; [Karjunen, Hannu; Tynjala, Tero] Lappeenranta Lahti Univ Technol LUT, Yliopistonkatu 34,PL 20, Lappeenranta 53851, Finland; [Schaffert, Johannes] Gas & Warme Inst Essen eV, Hafenstr 101, D-45356 Essen, Germany		Gorre, J (通讯作者)，Univ Appl Sci Rapperswil, Oberseestr 10, CH-8640 Rapperswil, Switzerland.	jachin.gorre@hsr.ch								78	79											JAN 1	2020	257								113967	10.1016/j.apenergy.2019.113967	http://dx.doi.org/10.1016/j.apenergy.2019.113967													
J	Xu, XZ; Cao, D; Zhou, Y; Gao, J				Xu, Xianzhen; Cao, Dan; Zhou, Yu; Gao, Jun			Application of neural network algorithm in fault diagnosis of mechanical intelligence	MECHANICAL SYSTEMS AND SIGNAL PROCESSING				Article									[Xu, Xianzhen; Zhou, Yu] Qingdao Univ, Lab Fiber Mat & Modern Text, Collaborat Innovat Ctr Marine Biomass Fiber Mat &, Coll Chem & Chem Engn,Shandong Sino Japanese Ctr, Qingdao 266071, Peoples R China; [Cao, Dan] Ocean Univ China, Coll Engn, Qingdao 266100, Peoples R China; [Gao, Jun] Shandong Univ Sci & Technol, Coll Chem & Environm Engn, Qingdao 266590, Peoples R China		Xu, XZ (通讯作者)，Qingdao Univ, Lab Fiber Mat & Modern Text, Collaborat Innovat Ctr Marine Biomass Fiber Mat &, Coll Chem & Chem Engn,Shandong Sino Japanese Ctr, Qingdao 266071, Peoples R China.	xuxianzhen@qdu.edu.cn; zhouyu@qdu.edu.cn; gao@sdust.edu.cn								83	85											JUL	2020	141								106625	10.1016/j.ymssp.2020.106625	http://dx.doi.org/10.1016/j.ymssp.2020.106625													
J	Coll, M; Fontcuberta, J; Althammer, M; Bibes, M; Boschker, H; Calleja, A; Cheng, G; Cuoco, M; Dittmann, R; Dkhil, B; El Baggari, I; Fanciulli, M; Fina, I; Fortunato, E; Frontera, C; Fujita, S; Garcia, V; Goennenwein, STB; Granqvist, CG; Grollier, J; Gross, R; Hagfeldt, A; Herranz, G; Hono, K; Houwman, E; Huijben, M; Kalaboukhov, A; Keeble, DJ; Koster, G; Kourkoutis, LF; Levy, J; Lira-Cantu, M; MacManus-Driscoll, JL; Mannhart, J; Martins, R; Menzel, S; Mikolajick, T; Napari, M; Nguyen, MD; Niklasson, G; Paillard, C; Panigrahi, S; Rijnders, G; Sanchez, F; Sanchis, P; Sanna, S; Schlom, DG; Schroeder, U; Shen, KM; Siemon, A; Spreitzer, M; Sukegawa, H; Tamayo, R; van den Brink, J; Pryds, N; Granozio, FM				Coll, M.; Fontcuberta, J.; Althammer, M.; Bibes, M.; Boschker, H.; Calleja, A.; Cheng, G.; Cuoco, M.; Dittmann, R.; Dkhil, B.; El Baggari, I; Fanciulli, M.; Fina, I; Fortunato, E.; Frontera, C.; Fujita, S.; Garcia, V; Goennenwein, S. T. B.; Granqvist, C-G; Grollier, J.; Gross, R.; Hagfeldt, A.; Herranz, G.; Hono, K.; Houwman, E.; Huijben, M.; Kalaboukhov, A.; Keeble, D. J.; Koster, G.; Kourkoutis, L. F.; Levy, J.; Lira-Cantu, M.; MacManus-Driscoll, J. L.; Mannhart, Jochen; Martins, R.; Menzel, S.; Mikolajick, T.; Napari, M.; Nguyen, M. D.; Niklasson, G.; Paillard, C.; Panigrahi, S.; Rijnders, G.; Sanchez, F.; Sanchis, P.; Sanna, S.; Schlom, D. G.; Schroeder, U.; Shen, K. M.; Siemon, A.; Spreitzer, M.; Sukegawa, H.; Tamayo, R.; van den Brink, J.; Pryds, N.; Granozio, F. Miletto			Towards Oxide Electronics: a Roadmap	APPLIED SURFACE SCIENCE				Article									[Coll, M.; Fontcuberta, J.; Fina, I; Frontera, C.; Herranz, G.; Sanchez, F.] CSIC, Inst Ciencia Mat Barcelona ICMAB, Campus UAB, Cerdanyola Del Valles 08193, Catalonia, Spain; [Althammer, M.; Gross, R.; Levy, J.] Bayer Akad Wissensch, Walther Meissner Inst, D-85748 Garching, Germany; [Althammer, M.; Gross, R.] Tech Univ Munich, Phys Dept, D-85748 Garching, Germany; [Bibes, M.; Garcia, V; Grollier, J.] Univ Paris Sud, Univ Paris Saclay, Thales, Unite Mixte Phys,CNRS, F-91767 Palaiseau, France; [Boschker, H.; Mannhart, Jochen] Max Planck Inst Solid State Res, Heisenbergstr 1, D-70569 Stuttgart, Germany; [Calleja, A.; Tamayo, R.] OXOLUTIA SL, Avda Castell Barbera 26,Tellers 13,Nau 1, Barcelona 08210, Spain; [Cheng, G.] Univ Sci & Technol China, CAS Key Lab Microscale Magnet Resonance, Hefei 230026, Anhui, Peoples R China; [Cheng, G.] Univ Sci & Technol China, Dept Modern Phys, Hefei 230026, Anhui, Peoples R China; [Cheng, G.] Univ Pittsburgh, Dept Phys & Astron, Pittsburgh, PA 15260 USA; [Cheng, G.; Levy, J.; Menzel, S.] Pittsburgh Quantum Inst, Pittsburgh, PA 15260 USA; [Cuoco, M.] Univ Salerno, CNR SPIN, IT-84084 Fisciano, SA, Italy; [Cuoco, M.] Univ Salerno, Dipartimento Fis ER Caianiello, IT-84084 Fisciano, SA, Italy; [Dittmann, R.] Forschungszentrum Julich, Peter Grunberg Inst PGI 7, D-52425 Julich, Germany; [Dkhil, B.] Univ Paris Saclay, CNRS UMR 8580, Cent Supelec, Lab Struct Proprietes & Modelisat Solides, F-91190 Gif Sur Yvette, France; [El Baggari, I] Cornell Univ, Dept Phys, Ithaca, NY 14853 USA; [Fanciulli, M.; Martins, R.] Univ Milano Bicocca, Dept Mat Sci, Milan, Italy; [Martins, R.] IMM CNR, MDM Lab, Agrate Brianza, Italy; [Fortunato, E.; Panigrahi, S.] Univ NOVA Lisboa UNL, FCT, Dept Ciencia Mat, CENIMAT i3N, Lisbon, Portugal; [Fortunato, E.; Panigrahi, S.] CEMOP UNINOVA, P-2829516 Caparica, Portugal; [Fujita, S.] Kyoto Univ, Kyoto 6158520, Japan; [Goennenwein, S. T. B.] Tech Univ Dresden, Inst Festkorperphys, D-01062 Dresden, Germany; [Goennenwein, S. T. B.] Tech Univ Dresden, Ctr Transport & Devices Emergent Mat, D-01062 Dresden, Germany; [Granqvist, C-G; Niklasson, G.] Upp Sala Univ, Angstrom Lab, Dept Engn Sci, POB 534, SE-75121 Uppsala, Sweden; [Gross, R.] NIM, D-80799 Munich, Germany; [Hagfeldt, A.] Ecole Polytech Fed Lausanne, Inst Chem Sci & Engn, Lab Photomol Sci, CH-1015 Lausanne, Switzerland; [Hono, K.; Sukegawa, H.] NIMS, Res Ctr Magnet & Spintron Mat, 1-2-1 Sengen, Tsukuba, Ibaraki 3050047, Japan; [Houwman, E.; Huijben, M.; Koster, G.; Nguyen, M. D.; Rijnders, G.] Univ Twente, MESA Inst Nanotechnol, NL-7500 AE Enschede, Netherlands; [Kalaboukhov, A.] Chalmers Univ Technol, Dept Microtechnol & Nanosci, MC2, Gothenburg, Sweden; [Keeble, D. J.] Univ Dundee, Sch Sci & Engn, Carnegie Lab Phys, SUPA, Dundee DD1 4HN, Scotland; [Kourkoutis, L. F.; Shen, K. M.] Kavli Inst Cornell Nanoscale Sci, Ithaca, NY 14853 USA; [Kourkoutis, L. F.] Cornell Univ, Sch Appl & Engn Phys, Ithaca, NY 14853 USA; [Lira-Cantu, M.] CSIC, Catalan Inst Nanosci & Nanotechnol ICN2, Campus UAB, E-08193 Barcelona, Spain; [Lira-Cantu, M.] BIST, Campus UAB, E-08193 Barcelona, Spain; [MacManus-Driscoll, J. L.; Napari, M.] Univ Cambridge, Dept Mat Sci & Met, 27 Charles Babbage Rd, Cambridge CB3 0FS, England; [Mikolajick, T.; Schroeder, U.] NaMLab gGmbH, Noethnitzer Str 64, D-01187 Dresden, Germany; [Mikolajick, T.] Tech Univ Dresden, Chair Nanoelect Mat, D-01062 Dresden, Germany; [Paillard, C.] Univ Arkansas, Phys Dept, Fayetteville, AR 72701 USA; [Sanchis, P.] Univ Politecn Valencia, Nanophoton Technol Ctr, Camino Vera S-N, E-46022 Valencia, Spain; [Sanna, S.; Pryds, N.] Tech Univ Denmark, Dept Energy Storage & Convers, DK-4000 Roskilde, Denmark; [Schlom, D. G.; Shen, K. M.] Cornell Univ, Dept Phys, Lab Atom & Solid State Phys, Ithaca, NY 14853 USA; [Schlom, D. G.] Cornell Univ, Dept Mat Sci & Engn, Ithaca, NY 14853 USA; [Siemon, A.] Rhein Westfal TH Aachen, Inst Werkstoffe Elektrotech IWE 2, D-52066 Aachen, Germany; [Spreitzer, M.] Jozef Stefan Inst, Adv Mat Dept, Jamova Cesta 39, Ljubljana 1000, Slovenia; [van den Brink, J.] IFW Dresden, Inst Theoret Solid State Phys, Helm Holtzstr 20, D-01069 Dresden, Germany; [Granozio, F. Miletto] CNR SPIN, Naples Unit, Complesso Univ Monte St Angelo,Via Cinthia, IT-80126 Naples, Italy		Granozio, FM (通讯作者)，CNR SPIN, Naples Unit, Complesso Univ Monte St Angelo,Via Cinthia, IT-80126 Naples, Italy.	fabio.miletto@spin.cnr.it								176	175											JUL 15	2019	482				SI		1	93		10.1016/j.apsusc.2019.03.312	http://dx.doi.org/10.1016/j.apsusc.2019.03.312													
