PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Li, M; Kuang, SP; Kang, Y; Ma, HQ; Dong, JH; Guo, ZZ				Li, Mei; Kuang, Shaoping; Kang, Yan; Ma, Haoqin; Dong, Jiahao; Guo, Zizhang			Recent advances in application of iron-manganese oxide nanomaterials for removal of heavy metals in the aquatic environment	SCIENCE OF THE TOTAL ENVIRONMENT				Article									[Li, Mei; Kuang, Shaoping; Kang, Yan; Ma, Haoqin; Dong, Jiahao] Qingdao Univ Sci & Technol, Sch Environm & Safety Engn, Qingdao 266000, Peoples R China; [Guo, Zizhang] Shandong Univ, Sch Environm Sci & Engn, Shandong Key Lab Water Pollut Control & Resource, Qingdao 266237, Peoples R China		Kang, Y (通讯作者)，Qingdao Univ Sci & Technol, Sch Environm & Safety Engn, Qingdao 266000, Peoples R China.	kangyan@qust.edu.cn								14	14											MAY 1	2022	819								153157	10.1016/j.scitotenv.2022.153157	http://dx.doi.org/10.1016/j.scitotenv.2022.153157													
J	Mertenat, A; Diener, S; Zurbrugg, C				Mertenat, Adeline; Diener, Stefan; Zurbrugg, Christian			Black Soldier Fly biowaste treatment - Assessment of global warming potential	WASTE MANAGEMENT				Article									[Mertenat, Adeline; Diener, Stefan; Zurbrugg, Christian] Eawag Swiss Fed Inst Aquat Sci & Technol, Dept Sanitat Water & Solid Waste Dev Sandec, Uberlandstr 133, CH-8600 Dubendorf, Switzerland		Mertenat, A (通讯作者)，Eawag Swiss Fed Inst Aquat Sci & Technol, Dept Sanitat Water & Solid Waste Dev Sandec, Uberlandstr 133, CH-8600 Dubendorf, Switzerland.	adeline.mertenat@eawag.ch								102	103											FEB 1	2019	84						173	181		10.1016/j.wasman.2018.11.040	http://dx.doi.org/10.1016/j.wasman.2018.11.040													
J	Babiceanu, RF; Seker, R				Babiceanu, Radu F.; Seker, Remzi			Big Data and virtualization for manufacturing cyber-physical systems: A survey of the current status and future outlook	COMPUTERS IN INDUSTRY				Article									[Babiceanu, Radu F.] Embry Riddle Aeronaut Univ, Dept Elect Comp Software & Syst Engn, Syst Engn, Daytona Beach, FL 32114 USA; [Seker, Remzi] Embry Riddle Aeronaut Univ, Dept Elect Comp Software & Syst Engn, Comp Sci, Daytona Beach, FL 32114 USA		Babiceanu, RF (通讯作者)，Embry Riddle Aeronaut Univ, Dept Elect Comp Software & Syst Engn, Syst Engn, Daytona Beach, FL 32114 USA.	babicear@erau.edu; sekerr@erau.edu								252	262											SEP	2016	81				SI		128	137		10.1016/j.compind.2016.02.004	http://dx.doi.org/10.1016/j.compind.2016.02.004													
J	Zakka, WP; Lim, NHAS; Khun, MC				Zakka, Wyom Paul; Lim, Nor Hasanah Abdul Shukor; Khun, Ma Chau			A scientometric review of geopolymer concrete	JOURNAL OF CLEANER PRODUCTION				Review									[Zakka, Wyom Paul; Khun, Ma Chau] Univ Teknol Malaysia, Sch Civil Engn, Johor Baharu, Johor, Malaysia; [Lim, Nor Hasanah Abdul Shukor] Univ Teknol Malaysia, Sch Civil Engn, Construct Mat Res Grp CMRG, Johor Baharu 81310, Johor, Malaysia; [Zakka, Wyom Paul] Univ Jos, Dept Bldg, Jos 2084, Nigeria		Zakka, WP (通讯作者)，Univ Teknol Malaysia, Sch Civil Engn, Johor Baharu, Johor, Malaysia.; Lim, NHAS (通讯作者)，Univ Teknol Malaysia, Sch Civil Engn, Construct Mat Res Grp CMRG, Johor Baharu 81310, Johor, Malaysia.	paulzakka.pz@gmail.com; norhasanah@utm.my								51	51											JAN 20	2021	280		1						124353	10.1016/j.jclepro.2020.124353	http://dx.doi.org/10.1016/j.jclepro.2020.124353													
J	Li, FS; Weng, JK				Li, Fu-Shuang; Weng, Jing-Ke			Demystifying traditional herbal medicine with modern approaches	NATURE PLANTS				Article									[Li, Fu-Shuang; Weng, Jing-Ke] Whitehead Inst Biomed Res, 455 Main St, Cambridge, MA 02142 USA; [Weng, Jing-Ke] MIT, Dept Biol, Cambridge, MA 02139 USA		Weng, JK (通讯作者)，Whitehead Inst Biomed Res, 455 Main St, Cambridge, MA 02142 USA.; Weng, JK (通讯作者)，MIT, Dept Biol, Cambridge, MA 02139 USA.	wengj@wi.mit.edu								158	160											AUG	2017	3	8							17109	10.1038/nplants.2017.109	http://dx.doi.org/10.1038/nplants.2017.109													
J	Zhang, JM; Lu, CQ; Li, XD; Kim, HJ; Wang, J				Zhang, Jianming; Lu, Chaoquan; Li, Xudong; Kim, Hye-Jin; Wang, Jin			A full convolutional network based on DenseNet for remote sensing scene classification	MATHEMATICAL BIOSCIENCES AND ENGINEERING				Article									[Zhang, Jianming; Lu, Chaoquan; Li, Xudong; Wang, Jin] Changsha Univ Sci & Technol, Hunan Prov Key Lab Intelligent Proc Big Data Tran, Changsha 410114, Hunan, Peoples R China; [Zhang, Jianming; Lu, Chaoquan; Li, Xudong; Wang, Jin] Changsha Univ Sci & Technol, Sch Comp & Commun Engn, Changsha 410114, Hunan, Peoples R China; [Kim, Hye-Jin] Sungshin W Univ, Business Adm Res Inst, Seoul 02844, South Korea		Wang, J (通讯作者)，Changsha Univ Sci & Technol, Hunan Prov Key Lab Intelligent Proc Big Data Tran, Changsha 410114, Hunan, Peoples R China.; Wang, J (通讯作者)，Changsha Univ Sci & Technol, Sch Comp & Commun Engn, Changsha 410114, Hunan, Peoples R China.	jinwang@csust.edu.cn								85	88												2019	16	5					3345	3367		10.3934/mbe.2019167	http://dx.doi.org/10.3934/mbe.2019167													
J	Nicol, GE; Piccirillo, JF; Mulsant, BH; Lenze, EJ				Nicol, Ginger E.; Piccirillo, Jay F.; Mulsant, Benoit H.; Lenze, Eric J.			Action at a Distance: Geriatric Research during a Pandemic	JOURNAL OF THE AMERICAN GERIATRICS SOCIETY				Article									[Nicol, Ginger E.; Lenze, Eric J.] Washington Univ, Sch Med, Dept Psychiat, St Louis, MO 63110 USA; [Piccirillo, Jay F.] Washington Univ, Sch Med, Dept Otolaryngol, St Louis, MO 63110 USA; [Mulsant, Benoit H.] Univ Toronto, Ctr Addict & Mental Hlth, Toronto, ON, Canada; [Mulsant, Benoit H.] Univ Toronto, Dept Psychiat, Toronto, ON, Canada		Nicol, GE (通讯作者)，Washington Univ, Sch Med, Hlth Mind Lab, 600 S Taylor Ave,Suite 121, St Louis, MO 63110 USA.	nicolg@wustl.edu								68	71											MAY	2020	68	5					922	925		10.1111/jgs.16443	http://dx.doi.org/10.1111/jgs.16443		APR 2020											
J	Stueber, DD; Villanova, J; Aponte, I; Xiao, Z; Colvin, VL				Stueber, Deanna D.; Villanova, Jake; Aponte, Itzel; Xiao, Zhen; Colvin, Vicki L.			Magnetic Nanoparticles in Biology and Medicine: Past, Present, and Future Trends	PHARMACEUTICS				Review									[Stueber, Deanna D.; Villanova, Jake; Aponte, Itzel; Colvin, Vicki L.] Brown Univ, Sch Engn, Ctr Biomed Engn, 171 Meeting St, Providence, RI 02912 USA; [Villanova, Jake; Xiao, Zhen; Colvin, Vicki L.] Brown Univ, Dept Chem, 324 Brook St, Providence, RI 02912 USA		Colvin, VL (通讯作者)，Brown Univ, Sch Engn, Ctr Biomed Engn, 171 Meeting St, Providence, RI 02912 USA.; Colvin, VL (通讯作者)，Brown Univ, Dept Chem, 324 Brook St, Providence, RI 02912 USA.	deanna_stueber@brown.edu; jake_villanova@brown.edu; itzel_aponte@alumni.brown.edu; zhen_xiao@brown.edu; vicki_colvin@brown.edu								33	33											JUL	2021	13	7							943	10.3390/pharmaceutics13070943	http://dx.doi.org/10.3390/pharmaceutics13070943													
J	Kong, JL; Wang, HX; Wang, XY; Jin, XB; Fang, X; Lin, S				Kong, Jianlei; Wang, Hongxing; Wang, Xiaoyi; Jin, Xuebo; Fang, Xing; Lin, Seng			Multi-stream hybrid architecture based on cross-level fusion strategy for fine-grained crop species recognition in precision agriculture	COMPUTERS AND ELECTRONICS IN AGRICULTURE				Article									[Kong, Jianlei; Wang, Hongxing; Wang, Xiaoyi; Jin, Xuebo] Beijing Technol & Business Univ, Sch Artificial Intelligence, Beijing 100048, Peoples R China; [Kong, Jianlei; Wang, Xiaoyi; Jin, Xuebo] Natl Key Lab Environm Protect Food Chain Pollut P, Beijing 100048, Peoples R China; [Fang, Xing] Sichuan Agr Univ, Sch Econ, Chengdu 611130, Peoples R China; [Lin, Seng] Beijing Res Ctr Intelligent Equipment Agr, Beijing 100097, Peoples R China		Jin, XB (通讯作者)，Beijing Technol & Business Univ, Sch Artificial Intelligence, Beijing 100048, Peoples R China.; Lin, S (通讯作者)，Beijing Res Ctr Intelligent Equipment Agr, Beijing 100097, Peoples R China.	kongjianlei@btbu.edu.cn; jinxuebo@btbu.edu.cn; linseng@nercita.org.cn								66	66											JUN	2021	185								106134	10.1016/j.compag.2021.106134	http://dx.doi.org/10.1016/j.compag.2021.106134		APR 2021											
J	Noel, P; Trier, F; Arche, LVM; Brehin, J; Vaz, DC; Garcia, V; Fusil, S; Barthelemy, A; Vila, L; Bibes, M; Attane, JP				Noel, Paul; Trier, Felix; Vicente Arche, Luis M.; Brehin, Julien; Vaz, Diogo C.; Garcia, Vincent; Fusil, Stephane; Barthelemy, Agnes; Vila, Laurent; Bibes, Manuel; Attane, Jean-Philippe			Non-volatile electric control of spin-charge conversion in a SrTiO3 Rashba system	NATURE				Article									[Noel, Paul; Vila, Laurent; Attane, Jean-Philippe] Univ Grenoble Alpes, CNRS, CEA, Spintec, Grenoble, France; [Trier, Felix; Vicente Arche, Luis M.; Brehin, Julien; Vaz, Diogo C.; Garcia, Vincent; Fusil, Stephane; Barthelemy, Agnes; Bibes, Manuel] Univ Paris Saclay, CNRS, Unite Mixte Phys, Palaiseau, France; [Fusil, Stephane] Univ Paris Saclay, Univ Evry, Evry, France; [Noel, Paul] Swiss Fed Inst Technol, Zurich, Switzerland; [Vaz, Diogo C.] CIC Nanogune, Donostia San Sebastian, Spain		Attane, JP (通讯作者)，Univ Grenoble Alpes, CNRS, CEA, Spintec, Grenoble, France.; Bibes, M (通讯作者)，Univ Paris Saclay, CNRS, Unite Mixte Phys, Palaiseau, France.	manuel.bibes@cnrs-thales.fr; jean-philippe.attane@cea.fr								90	90											APR	2020	580	7804					483	+		10.1038/s41586-020-2197-9	http://dx.doi.org/10.1038/s41586-020-2197-9													
J	Ma, XS; Herbst, T; Scheidl, T; Wang, DQ; Kropatschek, S; Naylor, W; Wittmann, B; Mech, A; Kofler, J; Anisimova, E; Makarov, V; Jennewein, T; Ursin, R; Zeilinger, A				Ma, Xiao-Song; Herbst, Thomas; Scheidl, Thomas; Wang, Daqing; Kropatschek, Sebastian; Naylor, William; Wittmann, Bernhard; Mech, Alexandra; Kofler, Johannes; Anisimova, Elena; Makarov, Vadim; Jennewein, Thomas; Ursin, Rupert; Zeilinger, Anton			Quantum teleportation over 143 kilometres using active feed-forward	NATURE				Article									[Ma, Xiao-Song; Herbst, Thomas; Scheidl, Thomas; Wang, Daqing; Kropatschek, Sebastian; Naylor, William; Wittmann, Bernhard; Mech, Alexandra; Kofler, Johannes; Jennewein, Thomas; Ursin, Rupert; Zeilinger, Anton] Austrian Acad Sci, Inst Quantum Opt & Quantum Informat IQOQI, A-1090 Vienna, Austria; [Ma, Xiao-Song; Herbst, Thomas; Wittmann, Bernhard; Mech, Alexandra; Zeilinger, Anton] Univ Vienna, Fac Phys, Vienna Ctr Quantum Sci & Technol, A-1090 Vienna, Austria; [Kofler, Johannes] Max Planck Inst Quantum Opt, D-85748 Garching, Germany; [Anisimova, Elena; Makarov, Vadim; Jennewein, Thomas] Univ Waterloo, Inst Quantum Comp, Waterloo, ON N2L 3G1, Canada; [Anisimova, Elena; Makarov, Vadim; Jennewein, Thomas] Univ Waterloo, Dept Phys & Astron, Waterloo, ON N2L 3G1, Canada		Ma, XS (通讯作者)，Yale Univ, Dept Elect Engn, New Haven, CT 06520 USA.	Xiaosong.Ma@Univie.ac.at; Anton.Zeilinger@Univie.ac.at								374	386											SEP 13	2012	489	7415					269	273		10.1038/nature11472	http://dx.doi.org/10.1038/nature11472													
J	Noctor, G; Mhamdi, A; Foyer, CH				Noctor, Graham; Mhamdi, Amna; Foyer, Christine H.			Oxidative stress and antioxidative systems: recipes for successful data collection and interpretation	PLANT CELL AND ENVIRONMENT				Review									[Noctor, Graham; Mhamdi, Amna] Univ Paris Saclay, Inst Plant Sci Paris Saclay IPS2, CNRS, INRA,Univ Evry,Univ Paris 11, Batiment 630, F-91405 Orsay, France; [Noctor, Graham; Mhamdi, Amna] Inst Plant Sci Paris Saclay IPS2, Sorbonne Paris Cite, Batiment 630, F-91405 Orsay, France; [Mhamdi, Amna] Univ Ghent VIB, Dept Plant Biotechnol & Bioinformat, Dept Plant Syst Biol, Technol Pk 927, B-9052 Ghent, Belgium; [Foyer, Christine H.] Univ Leeds, Sch Biol, Ctr Plant Sci, Leeds LS2 9JT, W Yorkshire, England; [Foyer, Christine H.] Univ Leeds, Fac Biol Sci, Leeds LS2 9JT, W Yorkshire, England		Noctor, G (通讯作者)，Univ Paris Saclay, Inst Plant Sci Paris Saclay IPS2, CNRS, INRA,Univ Evry,Univ Paris 11, Batiment 630, F-91405 Orsay, France.; Noctor, G (通讯作者)，Inst Plant Sci Paris Saclay IPS2, Sorbonne Paris Cite, Batiment 630, F-91405 Orsay, France.	graham.noctor@u-psud.fr								196	203											MAY	2016	39	5					1140	1160		10.1111/pce.12726	http://dx.doi.org/10.1111/pce.12726													
J	Liu, XL; Tong, XJ; Wang, Z; Zhang, M				Liu, Xilin; Tong, Xiaojun; Wang, Zhu; Zhang, Miao			A new n-dimensional conservative chaos based on Generalized Hamiltonian System and its' applications in image encryption	CHAOS SOLITONS & FRACTALS				Article									[Liu, Xilin; Tong, Xiaojun; Zhang, Miao] Harbin Inst Technol, Sch Comp Sci & Technol, Weihai 264209, Peoples R China; [Wang, Zhu] Harbin Inst Technol, Sch Informat Sci & Engn, Weihai 264209, Peoples R China		Tong, XJ (通讯作者)，Harbin Inst Technol, Sch Comp Sci & Technol, Weihai 264209, Peoples R China.	tong_xiaojun@163.com								11	11											JAN	2022	154								111693	10.1016/j.chaos.2021.111693	http://dx.doi.org/10.1016/j.chaos.2021.111693													
J	Wen, CK; Wang, CJ; Jin, S; Wong, KK; Ting, PA				Wen, Chao-Kai; Wang, Chang-Jen; Jin, Shi; Wong, Kai-Kit; Ting, Pangan			Bayes-Optimal Joint Channel-and-Data Estimation for Massive MIMO With Low-Precision ADCs	IEEE TRANSACTIONS ON SIGNAL PROCESSING				Article									[Wen, Chao-Kai; Wang, Chang-Jen] Natl Sun Yat Sen Univ, Inst Commun Engn, Kaohsiung 804, Taiwan; [Wang, Chang-Jen] Natl Chiao Tung Univ, Inst Elect Control Engn, Hsinchu, Taiwan; [Jin, Shi] Southeast Univ, Natl Mobile Communicat Res Lab, Nanjing 210096, Jiangsu, Peoples R China; [Wong, Kai-Kit] UCL, Dept Elect & Elect Engn, London WC1E 7JE, England; [Ting, Pangan] Ind Technol Res Inst, Hsinchu 310, Taiwan		Wen, CK; Wang, CJ (通讯作者)，Natl Sun Yat Sen Univ, Inst Commun Engn, Kaohsiung 804, Taiwan.; Wang, CJ (通讯作者)，Natl Chiao Tung Univ, Inst Elect Control Engn, Hsinchu, Taiwan.; Jin, S (通讯作者)，Southeast Univ, Natl Mobile Communicat Res Lab, Nanjing 210096, Jiangsu, Peoples R China.; Wong, KK (通讯作者)，UCL, Dept Elect & Elect Engn, London WC1E 7JE, England.; Ting, PA (通讯作者)，Ind Technol Res Inst, Hsinchu 310, Taiwan.	chaokai.wen@mail.nsysu.edu.tw; dkman0988@gmail.com; jinshi@seu.edu.cn; kai-kit.wong@ucl.ac.uk; pating@itri.org.tw								199	202											MAY 15	2016	64	10					2541	2556		10.1109/TSP.2015.2508786	http://dx.doi.org/10.1109/TSP.2015.2508786													
J	El-Kassar, AN; Singh, SK				El-Kassar, Abdul-Nasser; Singh, Sanjay Kumar			Green innovation and organizational performance: The influence of big data and the moderating role of management commitment and HR practices	TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE				Article									[El-Kassar, Abdul-Nasser] Lebanese Amer Univ, Adnan Kassar Sch Business, Beirut, Lebanon; [Singh, Sanjay Kumar] Abu Dhabi Univ, Coll Business, POB 59911, Abu Dhabi, U Arab Emirates		Singh, SK (通讯作者)，Abu Dhabi Univ, Coll Business, POB 59911, Abu Dhabi, U Arab Emirates.	abdulnasser.kassar@lau.edu.lb; sanjay.singh@adu.ac.ae								300	305											JUL	2019	144						483	498		10.1016/j.techfore.2017.12.016	http://dx.doi.org/10.1016/j.techfore.2017.12.016													
J	Biljecki, F; Stoter, J; Ledoux, H; Zlatanova, S; Coltekin, A				Biljecki, Filip; Stoter, Jantien; Ledoux, Hugo; Zlatanova, Sisi; Coeltekin, Arzu			Applications of 3D City Models: State of the Art Review	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION				Review									[Biljecki, Filip; Stoter, Jantien; Ledoux, Hugo; Zlatanova, Sisi] Delft Univ Technol, Geoinformat 3D, NL-2628 BL Delft, Netherlands; [Coeltekin, Arzu] Univ Zurich, Dept Geog, CH-8057 Zurich, Switzerland		Biljecki, F (通讯作者)，Delft Univ Technol, Geoinformat 3D, NL-2628 BL Delft, Netherlands.	f.biljecki@tudelft.nl; j.e.stoter@tudelft.nl; h.ledoux@tudelft.nl; s.zlatanova@tudelft.nl; arzu@geo.uzh.ch								317	327											DEC	2015	4	4					2842	2889		10.3390/ijgi4042842	http://dx.doi.org/10.3390/ijgi4042842													
J	Li, DD; Lai, WY; Zhang, YZ; Huang, W				Li, Dongdong; Lai, Wen-Yong; Zhang, Yi-Zhou; Huang, Wei			Printable Transparent Conductive Films for Flexible Electronics	ADVANCED MATERIALS				Review									[Li, Dongdong; Lai, Wen-Yong; Zhang, Yi-Zhou; Huang, Wei] Nanjing Univ Posts & Telecommun, IAM, Jiangsu Natl Synerget Innovat Ctr Adv Mat SICAM, Key Lab Organ Elect & Informat Displays, 9 Wenyuan Rd, Nanjing 210023, Jiangsu, Peoples R China; [Li, Dongdong; Lai, Wen-Yong; Zhang, Yi-Zhou; Huang, Wei] Nanjing Univ Posts & Telecommun, IAM, Jiangsu Natl Synerget Innovat Ctr Adv Mat SICAM, Jiangsu Key Lab Biosensors, 9 Wenyuan Rd, Nanjing 210023, Jiangsu, Peoples R China; [Huang, Wei] NPU, SIFE, 127 West Youyi Rd, Xian 710072, Shaanxi, Peoples R China		Lai, WY; Huang, W (通讯作者)，Nanjing Univ Posts & Telecommun, IAM, Jiangsu Natl Synerget Innovat Ctr Adv Mat SICAM, Key Lab Organ Elect & Informat Displays, 9 Wenyuan Rd, Nanjing 210023, Jiangsu, Peoples R China.; Lai, WY; Huang, W (通讯作者)，Nanjing Univ Posts & Telecommun, IAM, Jiangsu Natl Synerget Innovat Ctr Adv Mat SICAM, Jiangsu Key Lab Biosensors, 9 Wenyuan Rd, Nanjing 210023, Jiangsu, Peoples R China.; Huang, W (通讯作者)，NPU, SIFE, 127 West Youyi Rd, Xian 710072, Shaanxi, Peoples R China.	iamwylai@njupt.edu.cn; wei-huang@njtech.edu.cn								427	434											MAR 8	2018	30	10							1704738	10.1002/adma.201704738	http://dx.doi.org/10.1002/adma.201704738													
J	Abid, M; Schneider, UA; Scheffran, J				Abid, Muhammad; Schneider, Uwe A.; Scheffran, Juergen			Adaptation to climate change and its impacts on food productivity and crop income: Perspectives of farmers in rural Pakistan	JOURNAL OF RURAL STUDIES				Article									[Abid, Muhammad; Scheffran, Juergen] Univ Hamburg, Inst Geog, Res Grp Climate Change & Secur CLISEC, Grindelberg 7, D-20144 Hamburg, Germany; [Abid, Muhammad] Univ Hamburg, SICSS, Grindelberg 5, D-20144 Hamburg, Germany; [Schneider, Uwe A.] Univ Hamburg, Res Unit Sustainabil & Global Change, Grindelberg 5, D-20144 Hamburg, Germany		Abid, M (通讯作者)，Univ Hamburg, Inst Geog, Res Grp Climate Change & Secur CLISEC, Grindelberg 7, D-20144 Hamburg, Germany.	Muhammad.abid@uni-hamburg.de; Uwe.schneider@uni-hamburg.de; Juergen.scheffran@uni-hamburg.de								125	127											OCT	2016	47		A				254	266		10.1016/j.jrurstud.2016.08.005	http://dx.doi.org/10.1016/j.jrurstud.2016.08.005													
J	Shi, L; Zhang, YF; Cheng, J; Lu, HQ				Shi, Lei; Zhang, Yifan; Cheng, Jian; Lu, Hanqing			Skeleton-Based Action Recognition With Multi-Stream Adaptive Graph Convolutional Networks	IEEE TRANSACTIONS ON IMAGE PROCESSING				Article									[Shi, Lei; Zhang, Yifan; Cheng, Jian; Lu, Hanqing] Chinese Acad Sci, NLPR, Beijing 100049, Peoples R China; [Shi, Lei; Zhang, Yifan; Cheng, Jian; Lu, Hanqing] Chinese Acad Sci, Inst Automat, AIRIA, Beijing 100049, Peoples R China; [Shi, Lei; Zhang, Yifan; Cheng, Jian; Lu, Hanqing] Univ Chinese Acad Sci, Sch Artificial Intelligence, Beijing 100049, Peoples R China		Zhang, YF (通讯作者)，Chinese Acad Sci, NLPR, Beijing 100049, Peoples R China.; Zhang, YF (通讯作者)，Chinese Acad Sci, Inst Automat, AIRIA, Beijing 100049, Peoples R China.	lei.shi@nlpr.ia.ac.cn; yfzhang@nlpr.ia.ac.cn; jcheng@nlpr.ia.ac.cn; luhq@nlpr.ia.ac.cn								89	93												2020	29						9532	9545		10.1109/TIP.2020.3028207	http://dx.doi.org/10.1109/TIP.2020.3028207													
J	He, NJ; Paoletti, ME; Haut, JM; Fang, LY; Li, ST; Plaza, A; Plaza, J				He, Nanjun; Paoletti, Mercedes E.; Mario Haut, Juan; Fang, Leyuan; Li, Shutao; Plaza, Antonio; Plaza, Javier			Feature Extraction With Multiscale Covariance Maps for Hyperspectral Image Classification	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				Article									[He, Nanjun; Fang, Leyuan; Li, Shutao] Hunan Univ, Coll Elect & Informat Engn, Changsha 410082, Hunan, Peoples R China; [He, Nanjun; Fang, Leyuan; Li, Shutao] Key Lab Visual Percept & Artificial Intelligence, Changsha 410082, Hunan, Peoples R China; [He, Nanjun; Paoletti, Mercedes E.; Mario Haut, Juan; Plaza, Antonio; Plaza, Javier] Univ Extremadura, Dept Technol Comp & Commun, Escuela Politecn, Hyperspectral Comp Lab, Caceres 1003, Spain		Fang, LY (通讯作者)，Hunan Univ, Coll Elect & Informat Engn, Changsha 410082, Hunan, Peoples R China.	henanjun@hnu.edu.cn; mpaoletti@unex.es; juanmariohaut@unex.es; fangleyuan@gmail.com; shutao_li@hnu.edu.cn; aplaza@unex.es; jplaza@unex.es								136	143											FEB	2019	57	2					755	769		10.1109/TGRS.2018.2860464	http://dx.doi.org/10.1109/TGRS.2018.2860464													
J	Goodbody, TRH; Coops, NC; White, JC				Goodbody, Tristan R. H.; Coops, Nicholas C.; White, Joanne C.			Digital Aerial Photogrammetry for Updating Area-Based Forest Inventories: A Review of Opportunities, Challenges, and Future Directions	CURRENT FORESTRY REPORTS				Review									[Goodbody, Tristan R. H.; Coops, Nicholas C.] Univ British Columbia, Fac Forestry, 2424 Main Mall, Vancouver, BC V6T 1Z4, Canada; [White, Joanne C.] Nat Resources Canada, Canadian Forest Serv, Pacific Forestry Ctr, 506 West Burnside Rd, Victoria, BC V8Z 1M5, Canada		Goodbody, TRH (通讯作者)，Univ British Columbia, Fac Forestry, 2424 Main Mall, Vancouver, BC V6T 1Z4, Canada.	goodbody.t@alumni.ubc.ca; nicholas.coops@ubc.ca; joanne.white@canada.ca								83	85											JUN	2019	5	2					55	75		10.1007/s40725-019-00087-2	http://dx.doi.org/10.1007/s40725-019-00087-2													
J	Longworth, L; Yang, YL; Young, T; Mulhern, B; Alava, MH; Mukuria, C; Rowen, D; Tosh, J; Tsuchiya, A; Evans, P; Keetharuth, AD; Brazier, J				Longworth, Louise; Yang, Yaling; Young, Tracey; Mulhern, Brendan; Alava, Monica Hernandez; Mukuria, Clara; Rowen, Donna; Tosh, Jonathan; Tsuchiya, Aki; Evans, Pippa; Keetharuth, Anju Devianee; Brazier, John			Use of generic and condition-specific measures of health-related quality of life in NICE decision-making: a systematic review, statistical modelling and survey	HEALTH TECHNOLOGY ASSESSMENT				Article									[Longworth, Louise; Yang, Yaling] Brunel Univ, Hlth Econ Res Grp, Uxbridge UB8 3PH, Middx, England; [Young, Tracey; Mulhern, Brendan; Alava, Monica Hernandez; Mukuria, Clara; Rowen, Donna; Tosh, Jonathan; Tsuchiya, Aki; Evans, Pippa; Keetharuth, Anju Devianee; Brazier, John] Univ Sheffield, Sch Hlth & Related Res, Sheffield, S Yorkshire, England		Longworth, L (通讯作者)，Brunel Univ, Hlth Econ Res Grp, Uxbridge UB8 3PH, Middx, England.									222	224											FEB	2014	18	9					1	+																
J	Zhang, XQ; Jiang, RH; Wang, T; Wang, JX				Zhang, Xiaoqin; Jiang, Runhua; Wang, Tao; Wang, Jinxin			Recursive Neural Network for Video Deblurring	IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY				Article									[Zhang, Xiaoqin; Jiang, Runhua; Wang, Tao; Wang, Jinxin] Wenzhou Univ, Coll Comp Sci & Artificial Intelligence, Wenzhou 325035, Peoples R China		Zhang, XQ (通讯作者)，Wenzhou Univ, Coll Comp Sci & Artificial Intelligence, Wenzhou 325035, Peoples R China.	zhangx-iaoqinnan@gmail.com; ddghjikle1@gmail.com; taowangzj@gmail.com; jxwang@stu.wzu.edu.cn								54	56											AUG	2021	31	8					3025	3036		10.1109/TCSVT.2020.3035722	http://dx.doi.org/10.1109/TCSVT.2020.3035722													
J	Harrison, XA; Donaldson, L; Correa-Cano, ME; Evans, J; Fisher, DN; Goodwin, CE; Robinson, BS; Hodgson, DJ; Inger, R				Harrison, Xavier A.; Donaldson, Lynda; Correa-Cano, Maria Eugenia; Evans, Julian; Fisher, David N.; Goodwin, Cecily Ed; Robinson, Beth S.; Hodgson, David J.; Inger, Richard			A brief introduction to mixed effects modelling and multi-model inference in ecology	PEERJ				Article									[Harrison, Xavier A.] Zool Soc London, Inst Zool, London, England; [Donaldson, Lynda; Correa-Cano, Maria Eugenia; Goodwin, Cecily Ed; Robinson, Beth S.; Inger, Richard] Univ Exeter, Environm & Sustainabil Inst, Penryn, England; [Donaldson, Lynda] Wildfowl & Wetlands Trust, Slimbridge, Glos, England; [Evans, Julian; Fisher, David N.; Hodgson, David J.; Inger, Richard] Univ Exeter, Ctr Ecol & Conservat, Penryn, England; [Evans, Julian] Univ Ottawa, Dept Biol, Ottawa, ON, Canada; [Fisher, David N.] Univ Guelph, Dept Integrat Biol, Guelph, ON, Canada; [Robinson, Beth S.] WildTeam Conservat, Padstow, England		Harrison, XA (通讯作者)，Zool Soc London, Inst Zool, London, England.	x.harrison@ucl.ac.uk								857	861											MAY 23	2018	6								e4794	10.7717/peerj.4794	http://dx.doi.org/10.7717/peerj.4794													
